,pred_sin,truth_sin,pred_cos,truth_cos
108,1.0159631,1.1092807,-0.24503776,-0.2256409
109,1.010893,0.8837568,-0.25832948,-0.29706162
110,1.004934,0.89564246,-0.2733458,-0.38851437
111,0.9978734,1.1537998,-0.29068103,-0.21076989
112,0.9895795,0.81192964,-0.31072214,-0.37192
113,0.98004615,0.8927869,-0.33354256,-0.23438396
114,0.9694595,1.0749563,-0.35872456,-0.47642317
115,0.9582779,0.7477,-0.38512006,-0.46777555
116,0.94717896,0.94516635,-0.41093746,-0.47795537
117,0.9368114,0.9591938,-0.4344052,-0.45184663
118,0.92755866,0.90659136,-0.4545,-0.6283525
119,0.9194822,0.8035335,-0.4711351,-0.49924105
120,0.9123983,0.74060154,-0.484871,-0.4264469
121,0.90597934,0.89480853,-0.49654582,-0.42914414
122,0.8998282,0.8997768,-0.50703716,-0.4873379
123,0.89353216,0.81512034,-0.5171353,-0.4761091
124,0.886721,0.73286325,-0.5274476,-0.5637726
125,0.8791315,0.99148756,-0.53832865,-0.5056926
126,0.87064266,0.7440545,-0.549892,-0.6014371
127,0.8612641,0.7561816,-0.5621056,-0.7604334
128,0.8510977,0.77030474,-0.57487506,-0.52775085
129,0.84029037,0.9189378,-0.5880635,-0.69736683
130,0.8289975,0.7575245,-0.60149133,-0.5862452
131,0.8173689,0.9139496,-0.61494356,-0.67346096
132,0.80554175,0.78195983,-0.62820345,-0.77642775
133,0.7936137,0.87299764,-0.6411213,-0.63611835
134,0.7815938,0.8398094,-0.65369004,-0.69721544
135,0.76933193,0.8426396,-0.6661036,-0.5904061
136,0.75642085,0.6942862,-0.6788085,-0.6650263
137,0.74212587,0.59501773,-0.69251865,-0.75835204
138,0.7255781,0.66750866,-0.7080166,-0.9738264
139,0.7066272,0.47367415,-0.7254503,-0.77997524
140,0.686838,0.7291782,-0.7435417,-0.9235884
141,0.66851234,0.70078135,-0.7603356,-0.8171247
142,0.6525913,0.61195457,-0.7749048,-0.6923795
143,0.63860244,0.70445555,-0.7875282,-0.72127295
144,0.6257112,0.5500286,-0.7988685,-0.70509994
145,0.6132761,0.56675816,-0.80945027,-0.7409986
146,0.60093033,0.5389996,-0.8195461,-0.908595
147,0.58851373,0.64029837,-0.8292297,-0.6943756
148,0.5760113,0.45320874,-0.83845156,-0.7579041
149,0.56353825,0.7260825,-0.8470949,-0.75851053
150,0.55129933,0.3393374,-0.85504633,-1.0237368
151,0.53942233,0.57333255,-0.86230195,-0.96145314
152,0.52780706,0.45637926,-0.8690103,-1.0158657
153,0.5161895,0.39425042,-0.8753876,-0.83423185
154,0.50428843,0.6112062,-0.88162464,-0.78042865
155,0.49188673,0.5168648,-0.8878492,-0.89815617
156,0.47885886,0.23841286,-0.8941213,-0.689168
157,0.4651854,0.39719877,-0.9004325,-0.9070102
158,0.45096815,0.3307627,-0.9067073,-0.79966336
159,0.43642688,0.39306292,-0.9128115,-0.83859843
160,0.4218526,0.12049255,-0.9185835,-0.79936564
161,0.40751904,0.24532753,-0.92387664,-0.96368223
162,0.3936111,0.19240811,-0.92858917,-1.0047983
163,0.38020164,0.19130696,-0.9326734,-1.0283382
164,0.36724898,0.3943704,-0.9361359,-0.9491942
165,0.35460612,0.29109928,-0.9390344,-1.0482424
166,0.3420475,0.18463102,-0.941468,-0.99373865
167,0.32931006,0.14768897,-0.943562,-0.8517332
168,0.3161363,0.15270072,-0.945455,-0.9473406
169,0.30231363,0.06075682,-0.9472887,-0.86581814
170,0.28769672,0.116205394,-0.9491977,-0.9758122
171,0.27220803,0.045044,-0.9513038,-0.9988961
172,0.2558152,0.15845306,-0.953707,-1.1134995
173,0.2384957,0.18602726,-0.95647997,-1.1112972
174,0.2202073,0.2543927,-0.9596619,-1.1131659
175,0.20088722,0.15012278,-0.96325487,-0.9833357
176,0.18048276,0.12917969,-0.96722,-1.0751042
177,0.15900724,0.017993795,-0.9714747,-0.870969
178,0.13659914,0.06691409,-0.97589296,-0.88995117
179,0.11356513,-0.021077076,-0.9803147,-0.9419598
180,0.090369135,-0.063582286,-0.98456067,-1.0908402
181,0.0675444,-0.07618559,-0.9884601,-1.0884856
182,0.045542132,-0.17961892,-0.9918811,-1.0015405
183,0.024584409,-0.06745488,-0.994752,-0.99723285
184,0.0045962892,0.04470755,-0.99706644,-0.8496928
185,-0.014768939,-0.0636,-0.9988677,-1.2008922
186,-0.034049775,-0.2520629,-1.0002273,-0.7193509
187,-0.053876165,-0.044104047,-1.0012269,-0.90760344
188,-0.07485475,-0.24130215,-1.0019431,-0.9956034
189,-0.097414196,-0.16159955,-1.0024359,-0.9034956
190,-0.121587604,-0.2578018,-1.0027199,-0.802454
191,-0.14678143,-0.13517976,-1.0027283,-0.79579
192,-0.17175615,-0.22699879,-1.0023118,-1.157413
193,-0.19507827,-0.10877129,-1.0013314,-1.1738498
194,-0.21579258,-0.039999284,-0.9997613,-0.99415076
195,-0.2337059,-0.44993043,-0.9976881,-1.093343
196,-0.24918686,-0.2666544,-0.99522847,-1.0304056
197,-0.2628401,-0.33826494,-0.9924658,-0.908295
198,-0.27528396,-0.14635983,-0.98943263,-0.8338137
199,-0.28704485,-0.10852377,-0.9861217,-0.92651874
200,-0.29850957,-0.17825654,-0.98250765,-0.67814785
201,-0.30990177,-0.3115072,-0.978574,-1.061478
202,-0.32128957,-0.2680784,-0.97433335,-0.82176954
203,-0.33264804,-0.56316346,-0.9698264,-0.74317294
204,-0.34395456,-0.3539496,-0.96509165,-1.0879413
205,-0.35525343,-0.41725898,-0.96013874,-0.88652265
206,-0.3666607,-0.44218007,-0.9549387,-0.86445564
207,-0.37833515,-0.42742196,-0.9494333,-1.030549
208,-0.39044848,-0.40701497,-0.9435468,-1.0467969
209,-0.40316412,-0.37985078,-0.937197,-0.9014889
210,-0.41662738,-0.46794707,-0.9303017,-0.74135584
211,-0.43096575,-0.64852864,-0.92278,-0.7360511
212,-0.44629756,-0.38980007,-0.9145484,-0.8059235
213,-0.46274793,-0.4943333,-0.9055121,-0.7855105
214,-0.4804535,-0.43527162,-0.8955586,-0.992743
215,-0.4995365,-0.7196831,-0.8845639,-0.7092992
216,-0.5200443,-0.51288205,-0.8724165,-0.7533329
217,-0.5418657,-0.68173695,-0.859057,-0.76738703
218,-0.56467265,-0.4224201,-0.84452146,-0.79387164
219,-0.5879362,-0.5232048,-0.8289666,-0.81749487
220,-0.6110307,-0.6891882,-0.81266105,-0.7910329
221,-0.633366,-0.77676886,-0.79594123,-0.8240819
222,-0.6544884,-0.6722963,-0.77914655,-0.7623623
223,-0.6741255,-0.8596038,-0.7625555,-0.9243999
224,-0.6921781,-0.7204575,-0.7463528,-0.7817558
225,-0.708675,-0.5856187,-0.730637,-0.760776
226,-0.723709,-0.78615135,-0.71545917,-0.82973844
227,-0.73738754,-0.8318781,-0.7008547,-0.6324115
228,-0.7498182,-0.73990524,-0.6868472,-0.69346404
229,-0.76112044,-0.69276696,-0.6734302,-0.71020675
230,-0.77144,-0.75275576,-0.6605493,-0.6306496
231,-0.7809475,-0.62326545,-0.64810264,-0.5510893
232,-0.78982383,-0.9673886,-0.6359574,-0.5744558
233,-0.7982427,-0.8186469,-0.6239695,-0.536083
234,-0.8063572,-0.8286664,-0.6120013,-0.3870208
235,-0.8142939,-0.8502262,-0.599933,-0.49823335
236,-0.82214844,-0.8173491,-0.58767164,-0.65718746
237,-0.8299871,-0.7792976,-0.57515246,-0.61536086
238,-0.8378512,-0.9292635,-0.5623371,-0.48911744
239,-0.84576106,-0.8768317,-0.54920876,-0.56812495
240,-0.85372,-0.87730557,-0.5357674,-0.39913833
241,-0.8617169,-0.8831045,-0.52202946,-0.45263156
242,-0.86972463,-0.90781516,-0.5080287,-0.37671953
243,-0.8777051,-0.7769674,-0.4938145,-0.3185288
244,-0.8856111,-0.8774549,-0.47944847,-0.18746813
245,-0.89339334,-0.99040663,-0.4649963,-0.237581
246,-0.90100586,-0.9589405,-0.45051968,-0.36651674
247,-0.9084113,-0.7836505,-0.43606845,-0.36941886
248,-0.9155842,-0.94220203,-0.42167526,-0.34634003
249,-0.9225118,-0.9006048,-0.40735155,-0.27758268
250,-0.92919236,-0.9366414,-0.39308938,-0.13716917
251,-0.9356336,-0.94055516,-0.37886286,-0.17643443
252,-0.94184774,-1.0934051,-0.36463273,-0.29326847
253,-0.94784933,-1.090471,-0.35034996,-0.28870094
254,-0.9536522,-0.6976568,-0.33595952,-0.22391014
255,-0.95926595,-0.7622337,-0.32140183,-0.22484441
256,-0.9646965,-1.0570103,-0.30661547,-0.22566731
257,-0.96994364,-0.7992197,-0.29153615,-0.2678009
258,-0.97500014,-0.93845147,-0.2760986,-0.099082604
259,-0.97985375,-1.1121385,-0.26023474,-0.20448343
260,-0.98448455,-1.072694,-0.24387622,-0.19857338
261,-0.9888679,-0.90855557,-0.2269567,-0.24574055
262,-0.992972,-1.1157308,-0.2094188,-0.13157244
263,-0.99675894,-0.9311518,-0.19122425,-0.10959957
264,-1.0001824,-1.0530428,-0.17236742,-0.15158512
265,-1.0031904,-0.96464276,-0.15288895,-0.0827902
266,-1.0057254,-1.0191555,-0.13288194,-0.0060456796
267,-1.0077316,-1.1489562,-0.112487234,0.1016879
268,-1.0091639,-0.8831161,-0.09187544,-0.1675008
269,-1.0099956,-0.992722,-0.071223274,0.07322401
270,-1.0102248,-1.0688374,-0.05069475,0.0839403
271,-1.0098735,-0.9200459,-0.030430838,-0.08706682
272,-1.0089841,-1.136207,-0.010549724,-0.16000369
273,-1.0076096,-0.8258102,0.008852772,0.05037844
274,-1.005807,-1.0604514,0.027703669,0.026262328
275,-1.0036302,-0.8026306,0.045956858,0.1062377
276,-1.0011246,-0.9694323,0.06359486,0.031876605
277,-0.998328,-1.0757161,0.08062705,0.35997638
278,-0.9952661,-1.0114636,0.09708459,0.14603186
279,-0.99195874,-1.0719322,0.11301293,0.21053736
280,-0.98841846,-0.9243378,0.12846574,0.22410671
281,-0.9846543,-1.0071617,0.14349885,0.08925971
282,-0.98067296,-0.9919007,0.15816797,0.27378544
283,-0.97647965,-0.90283936,0.17252791,0.31147102
284,-0.97207797,-0.8392319,0.18663353,0.2472813
285,-0.96746933,-0.9027617,0.20054018,0.2549633
286,-0.9626517,-0.92127734,0.21430415,0.35139665
287,-0.9576218,-0.8715923,0.22798163,0.28942296
288,-0.9523737,-0.85088664,0.24162585,0.44044945
289,-0.9469011,-1.170474,0.25528428,0.38042313
290,-0.9411988,-0.8584689,0.26899517,0.21656133
291,-0.9352633,-0.9680596,0.28278527,0.35340637
292,-0.9290943,-1.0046012,0.2966679,0.36163953
293,-0.92269474,-0.8031459,0.31064275,0.5329183
294,-0.9160705,-0.873729,0.3246979,0.4002113
295,-0.9092289,-0.90813667,0.33881348,0.33085918
296,-0.90217805,-0.7734575,0.35296568,0.45702496
297,-0.89492446,-0.8832306,0.36713287,0.3604286
298,-0.8874726,-0.87699753,0.38129887,0.45776668
299,-0.8798234,-0.96534544,0.3954568,0.4807637
300,-0.8719742,-0.90591425,0.40961003,0.3988815
301,-0.86391896,-0.8409193,0.42377082,0.6911101
302,-0.85564965,-0.8906621,0.43795678,0.4650862
303,-0.8471577,-0.84809417,0.4521886,0.501876
304,-0.8384366,-0.893383,0.46648413,0.5949792
305,-0.82948256,-0.9731183,0.4808557,0.55304694
306,-0.82029676,-0.72014976,0.4953067,0.6285869
307,-0.8108855,-0.7858082,0.509831,0.60685813
308,-0.8012596,-0.73081034,0.52441335,0.8525849
309,-0.79143363,-0.7202415,0.5390307,0.72137433
310,-0.7814229,-0.7293341,0.55365556,0.54416174
311,-0.7712419,-0.67455107,0.56825984,0.63777107
312,-0.7609014,-0.90104735,0.58281606,0.81649864
313,-0.75040746,-0.960153,0.5972989,0.6876391
314,-0.73975986,-0.8868402,0.61168534,0.571335
315,-0.72895133,-0.5994414,0.6259535,0.7182598
316,-0.71796674,-0.6640381,0.6400829,0.8368459
317,-0.7067817,-0.71120197,0.6540557,0.5970431
318,-0.69536024,-0.7911252,0.6678612,0.76436013
319,-0.6836529,-0.6434793,0.6815003,0.5610999
320,-0.6715935,-0.66268176,0.6949922,0.742572
321,-0.65910083,-0.61346537,0.7083764,0.792519
322,-0.6460815,-0.6879,0.72171456,0.7719376
323,-0.6324389,-0.4842015,0.73507863,0.7999096
324,-0.6180882,-0.56611663,0.7485386,0.6982501
325,-0.60297894,-0.45597777,0.76213753,0.90950906
326,-0.5871209,-0.5820102,0.77586466,0.8146211
327,-0.57061315,-0.5696143,0.7896295,0.75129074
328,-0.5536525,-0.6376354,0.8032522,0.73902917
329,-0.53651625,-0.47113198,0.8164883,0.9750029
330,-0.5195069,-0.53007823,0.82908106,0.8534324
331,-0.5028932,-0.26858634,0.8408259,0.86399233
332,-0.48686898,-0.4922018,0.8516094,0.86040884
333,-0.4715461,-0.47269022,0.8614138,0.95337576
334,-0.45697093,-0.426238,0.8702937,0.83723086
335,-0.44314483,-0.4557375,0.8783464,0.79250926
336,-0.43004084,-0.4540433,0.8856843,0.97207683
337,-0.41761333,-0.42975435,0.89242023,0.9157646
338,-0.40579993,-0.28419232,0.89866155,0.9848052
339,-0.39452234,-0.44307584,0.9045075,0.7506458
340,-0.38368446,-0.30930802,0.91005206,0.7457265
341,-0.37317306,-0.36396837,0.91538584,0.9339432
342,-0.36285874,-0.42560446,0.92059785,0.77088934
343,-0.352599,-0.3071201,0.92577666,0.9974764
344,-0.34223986,-0.43182388,0.93101174,0.9574189
345,-0.33161804,-0.40186748,0.9363944,0.7552408
346,-0.32056376,-0.16515693,0.9420157,0.92914087
347,-0.30890825,-0.12937956,0.9479651,0.9605747
348,-0.29650116,-0.27332944,0.95431805,1.0142707
349,-0.2832445,-0.19163406,0.9611165,0.96698564
350,-0.26914313,-0.11194343,0.96833956,1.2196563
351,-0.25435412,-0.16157886,0.9758753,1.0295321
352,-0.2391967,0.04381215,0.983515,0.9480275
353,-0.22409199,-0.1966974,0.9909951,0.89171046
354,-0.20945089,-0.060603764,0.9980635,0.8631387
355,-0.19558088,-0.0025980652,1.0045356,0.9489603
356,-0.1826533,0.0030708464,1.010312,1.0640777
357,-0.17072223,-0.116949216,1.015368,1.0141063
358,-0.1597632,-0.13684851,1.0197281,0.97323775
359,-0.14971073,-0.020957395,1.0234457,1.0782403
360,-0.140486,-0.020957395,1.0265847,1.0782403
361,-0.13201304,-0.020957395,1.029211,1.0782403
362,-0.12422472,-0.020957395,1.0313867,1.0782403
363,-0.11706062,-0.020957395,1.0331713,1.0782403
364,-0.1104631,-0.020957395,1.0346192,1.0782403
365,-0.10437472,-0.020957395,1.0357825,1.0782403
366,-0.098738596,-0.020957395,1.0367069,1.0782403
367,-0.09350015,-0.020957395,1.0374322,1.0782403
368,-0.08860913,-0.020957395,1.0379915,1.0782403
369,-0.08402087,-0.020957395,1.0384134,1.0782403
