,pred,truth
168,-4.37E-01,1.68E-01
170,-4.37E-01,1.84E-01
172,-4.37E-01,8.92E-02
174,-4.37E-01,5.45E-02
176,-4.37E-01,9.98E-02
178,-4.37E-01,4.90E-03
180,-4.37E-01,4.00E-02
182,-4.37E-01,5.10E-03
184,-4.37E-01,-5.98E-02
186,-4.37E-01,-1.05E-01
188,-4.37E-01,-1.89E-01
190,-4.37E-01,-2.04E-01
192,-4.37E-01,-2.28E-01
194,-4.37E-01,-2.12E-01
196,-4.37E-01,-2.46E-01
198,-4.37E-01,-3.39E-01
200,-4.37E-01,-3.72E-01
202,-4.37E-01,-3.55E-01
204,-4.37E-01,-4.07E-01
206,-4.37E-01,-3.98E-01
208,-4.37E-01,-4.69E-01
210,-4.37E-01,-4.70E-01
212,-4.37E-01,-5.50E-01
214,-4.37E-01,-5.29E-01
216,-4.37E-01,-6.18E-01
218,-4.37E-01,-5.96E-01
220,-4.37E-01,-6.03E-01
222,-4.37E-01,-6.89E-01
224,-4.37E-01,-6.85E-01
226,-4.37E-01,-7.39E-01
228,-4.37E-01,-7.83E-01
230,-4.37E-01,-7.96E-01
232,-4.37E-01,-7.48E-01
234,-4.37E-01,-8.39E-01
236,-4.37E-01,-8.39E-01
238,-4.37E-01,-8.78E-01
240,-4.37E-01,-9.16E-01
242,-4.37E-01,-8.93E-01
244,-4.37E-01,-9.39E-01
246,-4.37E-01,-9.24E-01
248,-4.37E-01,-9.17E-01
250,-4.37E-01,-9.30E-01
252,-4.37E-01,-9.71E-01
254,-4.37E-01,-9.81E-01
256,-4.37E-01,-9.60E-01
258,-4.37E-01,-9.68E-01
260,-4.37E-01,-9.85E-01
262,-4.37E-01,-1.04E+00
264,-4.37E-01,-1.03E+00
266,-4.37E-01,-1.01E+00
268,-4.37E-01,-9.89E-01
270,-4.37E-01,-9.80E-01
272,-4.37E-01,-1.02E+00
274,-4.37E-01,-9.88E-01
276,-4.37E-01,-9.65E-01
278,-4.37E-01,-9.50E-01
280,-4.37E-01,-9.95E-01
282,-4.37E-01,-9.88E-01
284,-4.37E-01,-9.70E-01
286,-4.37E-01,-9.81E-01
288,-4.37E-01,-9.61E-01
290,-4.37E-01,-9.50E-01
292,-4.37E-01,-9.17E-01
294,-4.37E-01,-9.04E-01
296,-4.37E-01,-9.19E-01
298,-4.37E-01,-9.03E-01
300,-4.37E-01,-8.56E-01
302,-4.37E-01,-8.08E-01
304,-4.37E-01,-8.09E-01
306,-4.37E-01,-8.39E-01
308,-4.37E-01,-8.18E-01
310,-4.37E-01,-8.06E-01
312,-4.37E-01,-7.83E-01
314,-4.37E-01,-7.59E-01
316,-4.37E-01,-6.85E-01
318,-4.37E-01,-6.59E-01
320,-4.37E-01,-6.23E-01
322,-4.37E-01,-6.66E-01
324,-4.37E-01,-6.38E-01
326,-4.37E-01,-6.09E-01
328,-4.37E-01,-5.30E-01
330,-4.37E-01,-5.40E-01
332,-4.37E-01,-4.99E-01
334,-4.37E-01,-4.58E-01
336,-4.37E-01,-4.57E-01
338,-4.37E-01,-3.35E-01
340,-4.37E-01,-3.12E-01
342,-4.37E-01,-2.69E-01
344,-4.37E-01,-2.36E-01
346,-4.37E-01,-2.02E-01
348,-4.37E-01,-1.78E-01
350,-4.37E-01,-1.94E-01
352,-4.37E-01,-1.79E-01
354,-4.37E-01,-1.25E-01
356,-4.37E-01,-9.98E-02
